w,age,annuity,age_bin,db_pension,stock_owner
62719.84528369617,50,0,40–54,0,0
58357.92378243723,50,0,40–54,0,0
59448.24561286786,50,0,40–54,0,0
60315.92153715249,50,0,40–54,0,0
58461.065660915636,50,0,40–54,0,0
73341.41318409677,23,0,18–39,0,0
75193.5082446591,23,0,18–39,0,0
74347.298785271,23,0,18–39,0,0
74716.69356232356,23,0,18–39,0,0
74591.43175730121,23,0,18–39,0,0
26777.640704340985,51,0,40–54,0,1
25795.26152360474,51,0,40–54,0,1
26413.570822575508,51,0,40–54,0,1
26325.11473722181,51,0,40–54,0,1
25987.950373207237,51,0,40–54,0,1
35688.77666800358,46,0,40–54,0,1
35805.64347448622,46,0,40–54,0,1
38579.71035664808,46,0,40–54,0,1
36781.39849318726,46,0,40–54,0,1
39169.24968516435,46,0,40–54,0,1
66295.68420899083,38,0,18–39,0,0
64794.46511166793,38,0,18–39,0,0
63829.40779148298,38,0,18–39,0,0
65335.38876655493,38,0,18–39,0,0
63373.606727421684,38,0,18–39,0,0
6993.186012669717,41,0,40–54,0,0
6964.106075599049,41,0,40–54,0,0
6863.88887863611,41,0,40–54,0,0
7064.4354932324,41,0,40–54,0,0
6877.88295342391,41,0,40–54,0,0
3109.744269471929,53,0,40–54,0,1
3266.4558801427374,53,0,40–54,0,1
2985.8453698572785,53,0,40–54,0,1
3059.461948979482,53,0,40–54,0,1
3060.346739577479,53,0,40–54,0,1
1940.6191098190543,82,0,75+,1,1
2038.4244460948532,82,0,75+,1,1
2122.7788688827436,82,0,75+,1,1
2045.5536925059926,82,0,75+,1,1
1978.563804980756,82,0,75+,1,1
20217.39748394637,49,0,40–54,0,1
20716.741309797006,49,0,40–54,0,1
40947.63586095608,49,0,40–54,0,1
39383.6841545061,49,0,40–54,0,1
19884.654733543637,49,0,40–54,0,1
13107.333386147777,78,0,75+,1,0
13057.127702253923,78,0,75+,1,0
14085.28627500123,78,0,75+,1,0
13282.055137717127,78,0,75+,1,0
14268.366999360644,78,0,75+,1,0
25497.002878922867,59,0,55–64,1,1
25591.73393817771,59,0,55–64,1,1
27547.527680643252,59,0,55–64,1,1
26275.683603886977,59,0,55–64,1,1
27972.72428389171,59,0,55–64,1,1
14680.36768192588,67,0,65–74,1,0
14730.45767305756,67,0,65–74,1,0
15865.743381860133,67,0,65–74,1,0
15126.058982062292,67,0,65–74,1,0
16110.245431087147,67,0,65–74,1,0
188.88351087102558,55,0,40–54,0,1
189.38191346359994,55,0,40–54,0,1
190.25306257302452,55,0,40–54,0,1
192.19694386308234,55,0,40–54,0,1
191.4463729019225,55,0,40–54,0,1
52306.670691336956,54,0,40–54,0,1
52520.07876619161,54,0,40–54,0,1
56551.367702378375,54,0,40–54,0,1
53980.15547844218,54,0,40–54,0,1
57431.46281582149,54,0,40–54,0,1
66352.96702274012,50,0,40–54,1,1
69582.65257645222,50,0,40–54,1,1
75374.1862876493,50,0,40–54,1,1
68655.40049431662,50,0,40–54,1,1
76552.40529873098,50,0,40–54,1,1
45654.11520488675,54,0,40–54,0,1
45834.857847630534,54,0,40–54,0,1
49364.26546756239,54,0,40–54,0,1
47094.493912439,54,0,40–54,0,1
50124.87498105269,54,0,40–54,0,1
8667.372638429277,42,0,40–54,0,0
8642.052855531849,42,0,40–54,0,0
9321.623641131602,42,0,40–54,0,0
8797.23918072058,42,0,40–54,0,0
9439.225933279638,42,0,40–54,0,0
42094.58958287432,80,0,75+,0,0
42309.3061953278,80,0,75+,0,0
41680.03079973934,80,0,75+,0,0
42368.994160188515,80,0,75+,0,0
41788.00520901404,80,0,75+,0,0
5082.796484619108,64,0,55–64,0,0
3116.1481419350794,64,0,55–64,0,0
5208.996712711295,64,0,55–64,0,0
2978.3352785213206,64,0,55–64,0,0
3126.7145389211787,64,0,55–64,0,0
21048.956955602407,65,0,55–64,0,1
20047.49972860517,65,0,55–64,0,1
19882.438502152676,65,0,55–64,0,1
20941.923045066353,65,0,55–64,0,1
19876.17860991446,65,0,55–64,0,1
594.657954818769,69,0,65–74,0,1
635.1542020475172,69,0,65–74,0,1
665.6377636718694,69,0,65–74,0,1
636.0492360644749,69,0,65–74,0,1
605.2412173386139,69,0,65–74,0,1
82127.28087747279,46,0,40–54,0,1
79037.0227386513,46,0,40–54,0,1
79143.55702680485,46,0,40–54,0,1
80763.7261738022,46,0,40–54,0,1
78222.03480340992,46,0,40–54,0,1
702.3315989448624,65,0,55–64,0,1
713.5314262083307,65,0,55–64,0,1
724.0041558237575,65,0,55–64,0,1
726.1083719768869,65,0,55–64,0,1
712.7015278019529,65,0,55–64,0,1
13.862027024103032,80,0,75+,0,1
13.920061855594518,80,0,75+,0,1
14.082993052204388,80,0,75+,0,1
14.341507185639392,80,0,75+,0,1
13.939134351043538,80,0,75+,0,1
92056.81522539073,34,0,18–39,0,1
91703.37211923015,34,0,18–39,0,1
92163.2409164721,34,0,18–39,0,1
91289.53303373005,34,0,18–39,0,1
91987.70996111381,34,0,18–39,0,1
9065.49723432257,32,0,18–39,0,1
8922.843582442196,32,0,18–39,0,1
9038.220815779674,32,0,18–39,0,1
9096.632132052713,32,0,18–39,0,1
9039.528916616327,32,0,18–39,0,1
38052.55530920742,64,0,55–64,1,1
44811.16101181674,64,0,55–64,1,1
32099.49041277726,64,0,55–64,1,1
38462.02111962028,64,0,55–64,1,1
34612.97470611783,64,0,55–64,1,1
21946.51434878939,53,0,40–54,0,0
20972.96456534226,53,0,40–54,0,0
21418.33571069195,53,0,40–54,0,0
21395.528016741388,53,0,40–54,0,0
21100.506110522325,53,0,40–54,0,0
3018.589659217866,65,0,55–64,0,1
3051.1152340663953,65,0,55–64,0,1
3077.0909920684135,65,0,55–64,0,1
3139.495622499038,65,0,55–64,0,1
3046.441795971887,65,0,55–64,0,1
20789.223628521144,42,0,40–54,0,1
20860.001533605973,42,0,40–54,0,1
22426.779997085087,42,0,40–54,0,1
21411.983806547058,42,0,40–54,0,1
22759.38058021258,42,0,40–54,0,1
11862.52634062827,19,0,18–39,0,0
11920.560029613676,19,0,18–39,0,0
11747.817706002907,19,0,18–39,0,0
11927.97595231609,19,0,18–39,0,0
11771.528724901185,19,0,18–39,0,0
3308.0930311878988,57,0,55–64,0,1
3502.8230785239994,57,0,55–64,0,1
3615.794813106659,57,0,55–64,0,1
3490.5000672174074,57,0,55–64,0,1
3371.5417100952227,57,0,55–64,0,1
90742.95839934914,69,0,65–74,0,0
90829.92305376919,69,0,65–74,0,0
90672.25486465897,69,0,65–74,0,0
90781.3496105851,69,0,65–74,0,0
90711.18190641596,69,0,65–74,0,0
83298.70810136468,41,0,40–54,0,1
78284.41141987199,41,0,40–54,0,1
78681.04198143691,41,0,40–54,0,1
80068.65303816852,41,0,40–54,0,1
77024.33808756224,41,0,40–54,0,1
63246.97653903581,21,0,18–39,0,0
64487.15120146811,21,0,18–39,0,0
62853.48987194584,21,0,18–39,0,0
64142.62219569467,21,0,18–39,0,0
63343.33280714227,21,0,18–39,0,0
37512.75769359056,47,0,40–54,0,0
37272.234798192796,47,0,40–54,0,0
36959.83700163422,47,0,40–54,0,0
37409.185378971735,47,0,40–54,0,0
36984.781327331075,47,0,40–54,0,0
19176.477173264073,36,0,18–39,0,0
19096.735157475385,36,0,18–39,0,0
18821.922963656063,36,0,18–39,0,0
19371.855079005738,36,0,18–39,0,0
18860.297040256202,36,0,18–39,0,0
70244.9509206023,58,0,55–64,0,0
70021.04480132803,58,0,55–64,0,0
70355.14446843186,58,0,55–64,0,0
69784.85482265297,58,0,55–64,0,0
70241.12347655978,58,0,55–64,0,0
12699.04594528999,44,0,40–54,0,0
12695.27467725043,44,0,40–54,0,0
12724.396552284768,44,0,40–54,0,0
12680.612036194763,44,0,40–54,0,0
12722.334637489794,44,0,40–54,0,0
7242.277391002233,38,0,18–39,0,1
7407.373386229965,38,0,18–39,0,1
7188.927616383121,38,0,18–39,0,1
7362.025488927505,38,0,18–39,0,1
7221.43315363162,38,0,18–39,0,1
14341.616520047157,39,0,18–39,0,1
14399.117949783864,39,0,18–39,0,1
15499.13603268444,39,0,18–39,0,1
14788.187412421237,39,0,18–39,0,1
15738.342737754934,39,0,18–39,0,1
38462.199647394074,62,0,55–64,0,0
38909.89133560271,62,0,55–64,0,0
42148.43907678727,62,0,55–64,0,0
38611.253231365496,62,0,55–64,0,0
42725.02465227601,62,0,55–64,0,0
9217.992057690735,40,0,18–39,0,0
9428.126728126934,40,0,18–39,0,0
9150.088306954885,40,0,18–39,0,0
9370.407790478073,40,0,18–39,0,0
9191.461450789426,40,0,18–39,0,0
46819.11913626905,67,0,65–74,1,0
44791.3603014358,67,0,65–74,1,0
45088.73644494639,67,0,65–74,1,0
46870.67975659065,67,0,65–74,1,0
45430.37499962139,67,0,65–74,1,0
579.1047210665897,68,0,65–74,0,1
580.7101766924534,68,0,65–74,0,1
583.8075882438524,68,0,65–74,0,1
597.4873525944257,68,0,65–74,0,1
586.3849755059556,68,0,65–74,0,1
45341.511908915934,86,0,75+,1,0
43751.55865193168,86,0,75+,1,0
43689.01073719231,86,0,75+,1,0
43742.39952798033,86,0,75+,1,0
43703.032546826,86,0,75+,1,0
232.50735333088585,65,0,55–64,1,1
227.88639990501403,65,0,55–64,1,1
228.40150637513872,65,0,55–64,1,1
231.09748354978385,65,0,55–64,1,1
236.45696245368683,65,0,55–64,1,1
32848.53272630109,73,0,65–74,0,1
32961.52140012448,73,0,65–74,0,1
35508.74613713972,73,0,65–74,0,1
33838.386037750985,73,0,65–74,0,1
36041.24539128504,73,0,65–74,0,1
84624.94590952007,30,0,18–39,0,1
84701.90658176036,30,0,18–39,0,1
83926.55762699312,30,0,18–39,0,1
87191.60602769257,30,0,18–39,0,1
80822.08615793147,30,0,18–39,0,1
61714.76433642287,38,0,18–39,0,0
60212.556156327046,38,0,18–39,0,0
60795.31866219485,38,0,18–39,0,0
60428.95964595179,38,0,18–39,0,0
59987.35471587626,38,0,18–39,0,0
2006.5990155553307,78,0,75+,1,0
2070.8494966093704,78,0,75+,1,0
2156.483049122758,78,0,75+,1,0
2078.1600403165658,78,0,75+,1,0
2046.3881234581395,78,0,75+,1,0
17632.061853534164,60,0,55–64,0,0
18457.98630644943,60,0,55–64,0,0
18187.80532607113,60,0,55–64,0,0
18478.58024573869,60,0,55–64,0,0
18227.028083877292,60,0,55–64,0,0
50848.707532059554,34,0,18–39,0,1
40463.398894508624,34,0,18–39,0,1
51612.10990748961,34,0,18–39,0,1
41365.35262109948,34,0,18–39,0,1
44426.3841558431,34,0,18–39,0,1
2431.0199743068456,43,0,40–54,0,1
2553.0891923757667,43,0,40–54,0,1
2317.6571140400865,43,0,40–54,0,1
2409.531168349387,43,0,40–54,0,1
2384.373054621171,43,0,40–54,0,1
1741.407053715468,45,0,40–54,0,1
1837.5097618015752,45,0,40–54,0,1
1673.7743796635636,45,0,40–54,0,1
3552.5045844848696,45,0,40–54,0,1
1690.255263291382,45,0,40–54,0,1
67763.66788740986,24,0,18–39,0,1
67997.53470254182,24,0,18–39,0,1
68320.3345965679,24,0,18–39,0,1
67892.40907914036,24,0,18–39,0,1
68236.36574872797,24,0,18–39,0,1
10438.624663593679,41,0,40–54,0,1
10219.920455287413,41,0,40–54,0,1
10535.096177530464,41,0,40–54,0,1
10371.58082246851,41,0,40–54,0,1
10284.1324620418,41,0,40–54,0,1
38057.94566636608,71,0,65–74,1,0
39906.18799778554,71,0,65–74,1,0
40947.63586095608,71,0,65–74,1,0
39383.6841545061,71,0,65–74,1,0
39210.28525268604,71,0,65–74,1,0
2166.5169474638938,71,0,65–74,1,1
2257.373609115216,71,0,65–74,1,1
2346.7334963099443,71,0,65–74,1,1
2262.424519294039,71,0,65–74,1,1
2205.436969880597,71,0,65–74,1,1
266.9073027360505,55,0,40–54,0,1
268.4491903981594,55,0,40–54,0,1
270.5579297088644,55,0,40–54,0,1
276.60065071938106,55,0,40–54,0,1
269.4006795514638,55,0,40–54,0,1
15683.224897675227,49,0,40–54,0,1
18344.45472102768,49,0,40–54,0,1
13162.760549965995,49,0,40–54,0,1
15616.706395832394,49,0,40–54,0,1
14162.074241485021,49,0,40–54,0,1
12958.477839632682,39,0,18–39,0,0
13183.987011279669,39,0,18–39,0,0
13017.271269259085,39,0,18–39,0,0
13089.565717432204,39,0,18–39,0,0
13048.742765318504,39,0,18–39,0,0
66352.96702274012,52,0,40–54,0,1
69582.65257645222,52,0,40–54,0,1
75438.3315848046,52,0,40–54,0,1
68655.40049431662,52,0,40–54,0,1
76617.55328941182,52,0,40–54,0,1
19058.19058832411,41,0,40–54,0,1
18644.84660711835,41,0,40–54,0,1
18782.08966444457,41,0,40–54,0,1
18776.469989222373,41,0,40–54,0,1
18563.62927797221,41,0,40–54,0,1
42183.89637236972,59,0,55–64,0,0
42172.18560387538,59,0,55–64,0,0
45692.68019221545,59,0,55–64,0,0
43169.84250935191,59,0,55–64,0,0
46310.6970099863,59,0,55–64,0,0
13767.688263687147,40,0,18–39,0,1
13074.252170576143,40,0,18–39,0,1
13218.750352007,40,0,18–39,0,1
13141.17480888906,40,0,18–39,0,1
13048.280024255213,40,0,18–39,0,1
10630.740485574617,41,0,40–54,0,1
10669.229798007385,41,0,40–54,0,1
11472.03412899108,41,0,40–54,0,1
10957.039518825435,41,0,40–54,0,1
11641.381100488528,41,0,40–54,0,1
44193.403231873286,52,0,40–54,0,1
43560.05535961811,52,0,40–54,0,1
44045.78269541117,52,0,40–54,0,1
43524.07526897966,52,0,40–54,0,1
43909.38600745631,52,0,40–54,0,1
240.1213844753166,68,0,65–74,1,1
238.02462855912663,68,0,65–74,1,1
239.8898954940649,68,0,65–74,1,1
244.75387987687358,68,0,65–74,1,1
241.54071626506965,68,0,65–74,1,1
58513.20471752588,46,0,40–54,0,1
54827.47282908268,46,0,40–54,0,1
55755.56405170003,46,0,40–54,0,1
57182.483066595814,46,0,40–54,0,1
54970.161097079384,46,0,40–54,0,1
27987.357409603486,28,0,18–39,0,0
27692.99006023904,28,0,18–39,0,0
27572.503634689947,28,0,18–39,0,0
28261.929626300185,28,0,18–39,0,0
27634.373532583653,28,0,18–39,0,0
20285.432127727014,70,0,65–74,1,1
20341.332577835234,70,0,65–74,1,1
21922.908831427696,70,0,65–74,1,1
20877.779257164413,70,0,65–74,1,1
22248.887321715003,70,0,65–74,1,1
8870.7775564535,48,0,40–54,0,0
8614.064730275883,48,0,40–54,0,0
8796.460416422298,48,0,40–54,0,0
8885.239177678512,48,0,40–54,0,0
8676.634711611243,48,0,40–54,0,0
41640.06584964514,34,0,18–39,0,1
40802.33637142479,34,0,18–39,0,1
41407.99985415428,34,0,18–39,0,1
41782.14131408177,34,0,18–39,0,1
41038.413590133525,34,0,18–39,0,1
12776.597912677344,52,0,40–54,0,0
12023.9919576445,52,0,40–54,0,0
12102.20173335053,52,0,40–54,0,0
12261.040312194998,52,0,40–54,0,0
11923.440524497244,52,0,40–54,0,0
18495.1854392291,63,0,55–64,0,1
19120.498777913177,63,0,55–64,0,1
19929.340286680454,63,0,55–64,0,1
19171.656256034777,63,0,55–64,0,1
18725.780130230607,63,0,55–64,0,1
15294.732247265589,47,0,40–54,0,0
15357.133836224819,47,0,40–54,0,0
16535.90289331475,47,0,40–54,0,0
15784.06757295831,47,0,40–54,0,0
16793.247108389573,47,0,40–54,0,0
10295.483891546768,55,0,40–54,0,1
12106.394479884351,55,0,40–54,0,1
8702.794912416182,55,0,40–54,0,1
10391.822176860907,55,0,40–54,0,1
9386.477669467307,55,0,40–54,0,1
30078.629698188382,61,0,55–64,0,1
35417.61085247321,61,0,55–64,0,1
25361.64288004198,61,0,55–64,0,1
30393.59667330199,61,0,55–64,0,1
27353.55333684044,61,0,55–64,0,1
10025.39700372768,49,0,40–54,0,1
10020.966407057045,49,0,40–54,0,1
10046.066964525347,49,0,40–54,0,1
10011.976861003004,49,0,40–54,0,1
10046.398098659367,49,0,40–54,0,1
47266.68570913176,75,0,65–74,0,0
46784.77499866867,75,0,65–74,0,0
46370.78533626819,75,0,65–74,0,0
47950.984199667095,75,0,65–74,0,0
46416.06368457192,75,0,65–74,0,0
5262.6874079144,49,0,40–54,0,1
5246.552747019091,49,0,40–54,0,1
5660.307936105187,49,0,40–54,0,1
5342.1446383563325,49,0,40–54,0,1
5732.836698418532,49,0,40–54,0,1
36.425221493187415,79,0,75+,0,1
36.50699184616223,79,0,75+,0,1
36.84973669150424,79,0,75+,0,1
37.50478869223081,79,0,75+,0,1
36.60661330242642,79,0,75+,0,1
36004.82090206729,60,0,55–64,0,1
36146.372657380765,60,0,55–64,0,1
38913.68976859334,60,0,55–64,0,1
37130.997974814505,60,0,55–64,0,1
39511.64488536398,60,0,55–64,0,1
12679.74114666026,67,0,65–74,0,1
11843.828835628685,67,0,65–74,0,1
11850.999959509267,67,0,65–74,0,1
12345.418188571994,67,0,65–74,0,1
11885.986897856295,67,0,65–74,0,1
18746.27153664856,42,0,40–54,0,0
18668.31845551964,42,0,40–54,0,0
18399.671406305526,42,0,40–54,0,0
18937.266328872523,42,0,40–54,0,0
18437.1845977752,42,0,40–54,0,0
37001.64375453293,38,0,18–39,0,0
38414.7567950871,38,0,18–39,0,0
35323.21656571281,38,0,18–39,0,0
11818.817520375856,38,0,18–39,0,0
36268.15336048405,38,0,18–39,0,0
16378.537466191034,72,0,65–74,1,1
16990.576959936654,72,0,65–74,1,1
16583.36954751271,72,0,65–74,1,1
16251.86688759765,72,0,65–74,1,1
16528.980894338685,72,0,65–74,1,1
39334.50980788526,34,0,18–39,0,0
40250.03896947242,34,0,18–39,0,0
39061.4070350678,34,0,18–39,0,0
40024.67026318014,34,0,18–39,0,0
39105.58194558984,34,0,18–39,0,0
16670.368678705603,63,0,55–64,0,0
16651.079686714485,63,0,55–64,0,0
16749.326796636768,63,0,55–64,0,0
16514.924823997586,63,0,55–64,0,0
16732.38597239579,63,0,55–64,0,0
14799.853113386207,30,0,18–39,0,1
21571.012319028483,30,0,18–39,0,1
16022.5516125253,30,0,18–39,0,1
21737.20161048714,30,0,18–39,0,1
16237.119402684011,30,0,18–39,0,1
13990.336829242482,33,0,18–39,0,1
13711.90582140461,33,0,18–39,0,1
13689.944727805758,33,0,18–39,0,1
13865.25968320624,33,0,18–39,0,1
13533.482203765223,33,0,18–39,0,1
231.9679936172482,72,0,65–74,0,1
234.03752512447045,72,0,65–74,0,1
235.87840414981932,72,0,65–74,0,1
240.64619397891173,72,0,65–74,0,1
233.2759258391033,72,0,65–74,0,1
67629.05955708423,54,0,40–54,0,0
64550.8005803781,54,0,40–54,0,0
64713.323531795366,54,0,40–54,0,0
66089.46393463117,54,0,40–54,0,0
63750.13533402674,54,0,40–54,0,0
33737.62503574529,42,0,40–54,0,1
33727.60588725366,42,0,40–54,0,1
33804.97413243358,42,0,40–54,0,1
33688.651568314985,42,0,40–54,0,1
33799.49623208514,42,0,40–54,0,1
50428.776652937566,40,0,18–39,0,1
50611.35743767508,40,0,18–39,0,1
54419.60018032534,40,0,18–39,0,1
51976.63318204794,40,0,18–39,0,1
55222.92715590945,40,0,18–39,0,1
47402.884822698776,32,0,18–39,0,0
47789.89184499804,32,0,18–39,0,0
47775.880846171785,32,0,18–39,0,0
47570.45593932051,32,0,18–39,0,0
47820.806498401114,32,0,18–39,0,0
15949.401090180036,51,0,40–54,0,1
17026.464232847386,51,0,40–54,0,1
17542.502088873436,51,0,40–54,0,1
16858.753118033677,51,0,40–54,0,1
16087.771168050875,51,0,40–54,0,1
25556.75146603167,37,0,18–39,0,0
25684.60922596477,37,0,18–39,0,0
25304.32409418772,37,0,18–39,0,0
25681.81332310916,37,0,18–39,0,0
25353.325423030856,37,0,18–39,0,0
88638.72553853154,53,0,40–54,0,0
89512.88859587038,53,0,40–54,0,0
89592.87804659618,53,0,40–54,0,0
91026.9314393187,53,0,40–54,0,0
89628.59453878562,53,0,40–54,0,0
63390.76776703773,47,0,40–54,0,1
58982.186214362395,47,0,40–54,0,1
60084.17136167153,47,0,40–54,0,1
60961.12893011875,47,0,40–54,0,1
59086.43141516138,47,0,40–54,0,1
15923.787557947157,88,0,75+,0,0
16876.928636353277,88,0,75+,0,0
15195.792439930981,88,0,75+,0,0
15729.154331210268,88,0,75+,0,0
15687.879239322498,88,0,75+,0,0
50318.88589273188,47,0,40–54,0,1
50524.18392499562,47,0,40–54,0,1
54402.27376133097,47,0,40–54,0,1
51928.774056757524,47,0,40–54,0,1
55248.92305104442,47,0,40–54,0,1
56491.2770987881,84,0,75+,1,1
56676.80287087799,84,0,75+,1,1
61055.94623453184,84,0,75+,1,1
58188.704619389704,84,0,75+,1,1
61994.34694407801,84,0,75+,1,1
12433.932904307352,31,0,18–39,0,0
12527.108441484972,31,0,18–39,0,0
12516.803067408533,31,0,18–39,0,0
12648.198411983176,31,0,18–39,0,0
12549.986471033246,31,0,18–39,0,0
37488.50148450402,28,0,18–39,0,1
37359.237565113675,28,0,18–39,0,1
40335.77160601345,28,0,18–39,0,1
38034.00919094264,28,0,18–39,0,1
40836.26646905241,28,0,18–39,0,1
3394.3465373471327,50,0,40–54,0,1
3359.161851811724,50,0,40–54,0,1
3099.766743904213,50,0,40–54,0,1
3457.5679739834786,50,0,40–54,0,1
3358.864577840858,50,0,40–54,0,1
23072.13746116348,86,0,75+,0,0
23064.753453649442,86,0,75+,0,0
23121.35625132311,86,0,75+,0,0
23065.981616679554,86,0,75+,0,0
23129.178194797725,86,0,75+,0,0
44611.480614696535,89,0,75+,1,0
44753.75011478182,89,0,75+,1,0
48194.583830290736,89,0,75+,1,0
45938.806332525346,89,0,75+,1,0
48946.08257591764,89,0,75+,1,0
12555.228244711037,25,0,18–39,0,0
12692.145640993474,25,0,18–39,0,0
12659.3008818855,25,0,18–39,0,0
12677.49339243302,25,0,18–39,0,0
12692.504347761436,25,0,18–39,0,0
53172.27556594989,87,0,75+,0,0
52891.4490337158,87,0,75+,0,0
51948.15298607021,87,0,75+,0,0
53030.87506597944,87,0,75+,0,0
51993.6571613658,87,0,75+,0,0
19494.786892874065,81,0,75+,0,0
17978.351004809876,81,0,75+,0,0
18114.102528286632,81,0,75+,0,0
18664.11869341135,81,0,75+,0,0
17747.81079580167,81,0,75+,0,0
42734.62274300223,44,0,40–54,0,1
43360.421068635005,44,0,40–54,0,1
42910.60717863377,44,0,40–54,0,1
42901.73763978388,44,0,40–54,0,1
42942.16822295314,44,0,40–54,0,1
94572.16097079805,34,0,18–39,0,0
56716.405714832974,34,0,18–39,0,0
93915.53859216384,34,0,18–39,0,0
58254.888867449845,34,0,18–39,0,0
94021.74855306494,34,0,18–39,0,0
9209.202154326427,69,0,65–74,1,1
9622.206622667569,69,0,65–74,1,1
10014.36948997999,69,0,65–74,1,1
9621.752046857304,69,0,65–74,1,1
9271.909270093545,69,0,65–74,1,1
15055.076685167807,40,0,18–39,0,1
15159.672738736293,40,0,18–39,0,1
15663.330428710193,40,0,18–39,0,1
15667.226115309317,40,0,18–39,0,1
16078.288833040373,40,0,18–39,0,1
12758.205519421048,50,0,40–54,0,0
12192.250123351901,50,0,40–54,0,0
12451.158509188796,50,0,40–54,0,0
12437.899672627293,50,0,40–54,0,0
12266.394072582798,50,0,40–54,0,0
313.3444777334349,62,0,55–64,0,1
308.5630424720439,62,0,55–64,0,1
318.3175685430102,62,0,55–64,0,1
318.033986273017,62,0,55–64,0,1
310.10429863075495,62,0,55–64,0,1
20747.089674546245,46,0,40–54,0,1
20344.075442947316,46,0,40–54,0,1
20381.911476641995,46,0,40–54,0,1
20913.429115276125,46,0,40–54,0,1
20330.842796643323,46,0,40–54,0,1
277.5489674825778,65,0,55–64,0,1
279.15233061354326,65,0,55–64,0,1
281.3451459182443,65,0,55–64,0,1
234.29188762896993,65,0,55–64,0,1
234.4836044745927,65,0,55–64,0,1
2503.254490216978,62,0,55–64,0,1
2681.1941670299093,62,0,55–64,0,1
2813.038310297735,62,0,55–64,0,1
2678.851580668145,62,0,55–64,0,1
2519.8858863645255,62,0,55–64,0,1
23540.198536383457,43,0,40–54,0,0
22698.107920602022,43,0,40–54,0,0
22475.802937972076,43,0,40–54,0,0
22807.871652410864,43,0,40–54,0,0
22331.12558573404,43,0,40–54,0,0
13754.194161349518,38,0,18–39,0,0
13455.886022044182,38,0,18–39,0,0
13554.933602086676,38,0,18–39,0,0
13550.877912551425,38,0,18–39,0,0
13397.27191021834,38,0,18–39,0,0
34655.7963220622,73,0,65–74,1,1
40792.15382048476,73,0,65–74,1,1
29223.088192033894,73,0,65–74,1,1
34994.87760786051,73,0,65–74,1,1
31511.594089192877,73,0,65–74,1,1
41012.409173617605,73,0,65–74,0,0
48284.69844608283,73,0,65–74,0,0
34595.03465202404,73,0,65–74,0,0
41443.359611755935,73,0,65–74,0,0
37301.69750429948,73,0,65–74,0,0
39573.46189383656,26,0,18–39,1,1
40326.756730963694,26,0,18–39,1,1
40112.58133492714,26,0,18–39,1,1
40711.9866848173,26,0,18–39,1,1
40319.641210205766,26,0,18–39,1,1
14964.12459411811,64,0,55–64,0,1
15068.088752546731,64,0,55–64,0,1
15568.703700126536,64,0,55–64,0,1
15572.575851751399,64,0,55–64,0,1
15981.155220210174,64,0,55–64,0,1
84395.81350759203,43,0,40–54,0,1
80185.70900494115,43,0,40–54,0,1
81023.07750171669,43,0,40–54,0,1
83317.61156443483,43,0,40–54,0,1
77034.49552192139,43,0,40–54,0,1
45636.32665658703,25,0,18–39,0,1
44796.405846165835,25,0,18–39,0,1
45480.03793972304,25,0,18–39,0,1
45511.740374042114,25,0,18–39,0,1
45410.28878384732,25,0,18–39,0,1
13293.902168092765,33,0,18–39,0,0
13258.359673706389,33,0,18–39,0,0
13292.513947387939,33,0,18–39,0,0
13196.922781992833,33,0,18–39,0,0
13336.82683306287,33,0,18–39,0,0
6318.682327813385,73,0,65–74,1,1
6291.769447761834,73,0,65–74,1,1
6915.641676363391,73,0,65–74,1,1
6446.962017440574,73,0,65–74,1,1
6995.78104899144,73,0,65–74,1,1
15596.18017172483,50,0,40–54,0,1
15212.574268878423,50,0,40–54,0,1
15505.40018676233,50,0,40–54,0,1
15621.95541462248,50,0,40–54,0,1
15434.155830772455,50,0,40–54,0,1
163.53306131533225,79,0,75+,0,0
173.05024512853203,79,0,75+,0,0
180.37947489573847,79,0,75+,0,0
173.81583080344393,79,0,75+,0,0
166.44006239143036,79,0,75+,0,0
52598.41670321818,79,0,75+,1,0
51390.31505543469,79,0,75+,1,0
50378.50685128959,79,0,75+,1,0
50753.8225154297,79,0,75+,1,0
50675.89593984935,79,0,75+,1,0
20214.75792043939,29,0,18–39,0,0
20267.59272477947,29,0,18–39,0,0
19973.132452414142,29,0,18–39,0,0
20194.804639815753,29,0,18–39,0,0
20081.776985558106,29,0,18–39,0,0
29643.663598886364,38,0,18–39,0,0
29623.385275943834,38,0,18–39,0,0
32116.30119000115,38,0,18–39,0,0
30286.07995049954,38,0,18–39,0,0
32532.311023925573,38,0,18–39,0,0
10877.212647997556,48,0,40–54,0,0
10857.99922603406,48,0,40–54,0,0
11621.640748739756,48,0,40–54,0,0
11055.517364898336,48,0,40–54,0,0
11792.55629769918,48,0,40–54,0,0
22373.951668141945,66,0,65–74,0,0
21197.07937661056,66,0,65–74,0,0
21387.438438793062,66,0,65–74,0,0
22119.62503660257,66,0,65–74,0,0
21335.92348632913,66,0,65–74,0,0
34297.38413993439,41,0,40–54,0,0
33286.24390728131,41,0,40–54,0,0
33441.71971382121,41,0,40–54,0,0
33508.32910210479,41,0,40–54,0,0
33095.56647348774,41,0,40–54,0,0
28941.51318304001,72,0,65–74,0,1
34046.07149141253,72,0,65–74,0,1
24409.61833840425,72,0,65–74,0,1
29206.561487601615,72,0,65–74,0,1
26312.089590049614,72,0,65–74,0,1
3394.3465373471327,76,0,75+,0,1
